year,T,P,albedo,co2_atm,co2_cap,co2_reg,n2,o2,h2o_ice,h2o_liq,h2o_vap,ghg,biomass,iceFrac,oceanFrac,vegFrac,cloudFrac,progress,progressRaw,phase,releaseRate,capRadius,atmoThickness,dustIntensity,clearFraction,skyR,skyG,skyB,tintR,tintG,tintB
1340.000000,290.208059,595.938232,0.291710,69.391997,1.168428e-225,1.801160e-226,335.242588,187.630979,7.311856e-225,39.959776,1.430912,2.241757,0.976988,0,0.364679,0.625051,0.483674,0.764016,0.728029,5.000000,5.556850e-226,0,0.862820,3.922648e-226,0.877396,0.528982,0.651766,0.814581,0.988333,0.973333,0.940417
1350.000000,290.234720,598.776604,0.291869,67.450836,1.736236e-227,6.852474e-229,338.739228,188.923713,3.502271e-227,39.959691,1.433366,2.229461,0.975738,0,0.364678,0.624492,0.484203,0.766745,0.731301,5.000000,7.274782e-228,0,0.864112,5.135363e-228,0.881235,0.525569,0.650145,0.815690,0.988398,0.973370,0.940414
1360.000000,290.261536,601.623266,0.292029,65.545746,2.579940e-229,2.606573e-231,342.234176,190.190273,1.677536e-229,39.959605,1.435839,2.217232,0.974572,0,0.364678,0.623970,0.484734,0.769457,0.734550,5.000000,1.043610e-229,0,0.865395,7.366983e-230,0.884980,0.522240,0.648564,0.816772,0.988463,0.973407,0.940412
1370.000000,290.288481,604.477411,0.292190,63.673824,3.833577e-231,9.913331e-234,345.727419,191.432771,8.035150e-232,39.959518,1.438327,2.205071,0.973485,0,0.364677,0.623483,0.485268,0.772157,0.737781,5.000000,1.536502e-231,0,0.866670,1.084639e-231,0.888636,0.518990,0.647020,0.817828,0.988528,0.973445,0.940410
1380.000000,290.315384,607.331069,0.292352,61.832488,5.696297e-233,3.769611e-236,349.211705,192.653083,3.848718e-234,39.959432,1.440816,2.192976,0.972467,0,0.364677,0.623028,0.485802,0.774845,0.740995,5.000000,2.277682e-233,0,0.867932,1.607849e-233,0.892207,0.515816,0.645513,0.818859,0.988594,0.973482,0.940407
1390.000000,290.342124,610.178368,0.292512,60.019616,8.463986e-235,1.433182e-238,352.681755,193.852754,1.843479e-236,39.959346,1.443294,2.180947,0.971507,0,0.364676,0.622597,0.486333,0.777523,0.744193,5.000000,3.382304e-235,0,0.869179,2.387621e-235,0.895696,0.512714,0.644039,0.819868,0.988659,0.973519,0.940405
1400.000000,290.368706,613.019779,0.292672,58.233299,1.257625e-236,5.447964e-241,356.138562,195.033172,8.829993e-239,39.959260,1.445761,2.168985,0.970601,0,0.364676,0.622191,0.486860,0.780193,0.747380,5.000000,5.024846e-237,0,0.870413,3.547119e-237,0.899109,0.509681,0.642598,0.820854,0.988724,0.973556,0.940403
1410.000000,290.395133,615.855734,0.292831,56.471769,1.868622e-238,2.070599e-243,359.583037,196.195622,4.229436e-241,39.959174,1.448218,2.157088,0.969747,0,0.364675,0.621809,0.487384,0.782857,0.750557,5.000000,7.465811e-239,0,0.871632,5.270240e-239,0.902449,0.506712,0.641188,0.821819,0.988788,0.973593,0.940400
1420.000000,290.421408,618.686627,0.292989,54.733384,2.776423e-240,7.868417e-246,363.016024,197.341299,2.025838e-243,39.959088,1.450663,2.145257,0.968942,0,0.364675,0.621448,0.487906,0.785520,0.753729,5.000000,1.109272e-240,0,0.872837,7.830544e-241,0.905721,0.503804,0.639807,0.822764,0.988852,0.973630,0.940398
1430.000000,290.447534,621.512818,0.293146,53.016621,4.125190e-242,2.989569e-248,366.438298,198.471310,9.703463e-246,39.959003,1.453099,2.133490,0.968183,0,0.364674,0.621108,0.488424,0.788183,0.756898,5.000000,1.648150e-242,0,0.874030,1.163458e-242,0.908927,0.500954,0.638453,0.823690,0.988916,0.973666,0.940396
1440.000000,290.473514,624.334636,0.293302,51.320065,6.129097e-244,1.135692e-250,369.850574,199.586684,4.647815e-248,39.958918,1.455525,2.121788,0.967469,0,0.364673,0.620788,0.488940,0.790848,0.760068,5.000000,2.448782e-244,0,0.875209,1.728641e-244,0.912071,0.498159,0.637126,0.824598,0.988979,0.973702,0.940394
1450.000000,290.499351,627.152382,0.293458,49.642404,9.106324e-246,4.313635e-253,373.253511,200.688375,2.226235e-250,39.958834,1.457941,2.110150,0.966797,0,0.364673,0.620486,0.489452,0.793519,0.763241,5.000000,3.638296e-246,0,0.876376,2.568343e-246,0.915155,0.495417,0.635823,0.825489,0.989042,0.973738,0.940391
1460.000000,290.525045,629.966329,0.293613,47.982417,1.352957e-247,1.638166e-255,376.647717,201.777272,1.066334e-252,39.958749,1.460347,2.098576,0.966164,0,0.364672,0.620203,0.489962,0.796198,0.766421,5.000000,5.405554e-248,0,0.877530,3.815887e-248,0.918184,0.492725,0.634544,0.826364,0.989104,0.973774,0.940389
1470.000000,290.550601,632.776728,0.293767,46.338968,2.010107e-249,6.220203e-258,380.033751,202.854201,5.107580e-255,39.958665,1.462743,2.087065,0.965569,0,0.364672,0.619936,0.490469,0.798887,0.769611,5.000000,8.031129e-250,0,0.878672,5.669336e-250,0.921159,0.490081,0.633288,0.827224,0.989167,0.973810,0.940387
1480.000000,290.576018,635.583806,0.293921,44.711002,2.986404e-251,2.361477e-260,383.412128,203.919928,2.446456e-257,39.958581,1.465130,2.075618,0.965009,0,0.364671,0.619684,0.490974,0.801590,0.772814,5.000000,1.193184e-251,0,0.879802,8.422932e-252,0.924083,0.487482,0.632054,0.828068,0.989229,0.973845,0.940385
1490.000000,290.601299,638.387771,0.294073,43.097537,4.436825e-253,8.963883e-263,386.783325,204.975168,1.171816e-259,39.958497,1.467508,2.064233,0.964483,0,0.364671,0.619448,0.491476,0.804310,0.776034,5.000000,1.772688e-253,0,0.880920,1.251379e-253,0.926958,0.484926,0.630840,0.828899,0.989290,0.973880,0.940382
1500.000000,290.626445,641.188810,0.294225,41.497659,6.591596e-255,3.402062e-265,390.147778,206.020586,5.612826e-262,39.958413,1.469877,2.052911,0.963988,0,0.364670,0.619226,0.491975,0.807049,0.779275,5.000000,2.633612e-255,0,0.882027,1.859125e-255,0.929786,0.482412,0.629646,0.829716,0.989351,0.973915,0.940380
1510.000000,290.651549,643.990074,0.294377,39.910705,9.792717e-257,1.290988e-267,393.507708,207.057757,2.688461e-264,39.958330,1.472244,2.041660,0.963523,0,0.364670,0.619018,0.492473,0.809813,0.782540,5.000000,3.912603e-257,0,0.883123,2.761995e-257,0.932569,0.479938,0.628471,0.830520,0.989412,0.973950,0.940378
1520.000000,290.676715,646.795202,0.294529,38.336079,1.454823e-258,4.898198e-270,396.865633,208.088378,1.287733e-266,39.958247,1.474621,2.030491,0.963086,0,0.364669,0.618822,0.492973,0.812604,0.785836,5.000000,5.812649e-259,0,0.884211,4.103284e-259,0.935310,0.477502,0.627314,0.831312,0.989474,0.973985,0.940376
1530.000000,290.701943,649.604393,0.294682,36.773012,2.161284e-260,1.858166e-272,400.221962,209.113007,6.168051e-269,39.958163,1.477008,2.019404,0.962675,0,0.364669,0.618637,0.493474,0.815428,0.789168,5.000000,8.635290e-261,0,0.885290,6.095857e-261,0.938009,0.475103,0.626174,0.832092,0.989535,0.974020,0.940374
1540.000000,290.727234,652.417825,0.294835,35.220784,3.210760e-262,7.048017e-275,403.577077,210.132163,2.954405e-271,39.958080,1.479404,2.008397,0.962289,0,0.364668,0.618464,0.493976,0.818211,0.792455,5.000000,1.282845e-262,0,0.886361,9.055915e-263,0.940669,0.472739,0.625051,0.832860,0.989597,0.974055,0.940372
1550.000000,290.752589,655.235669,0.294989,33.678723,4.769780e-264,2.672903e-277,406.931333,211.146333,1.415116e-273,39.957997,1.481809,1.997470,0.961927,0,0.364668,0.618302,0.494479,0.820518,0.795231,5.000000,1.905750e-264,0,0.887423,1.345316e-264,0.943291,0.470408,0.623944,0.833617,0.989658,0.974091,0.940369
1560.000000,290.778008,658.058081,0.295143,32.146202,7.085707e-266,1.013523e-279,410.285064,212.155969,6.778199e-276,39.957914,1.484224,1.986623,0.961586,0,0.364667,0.618149,0.494984,0.822872,0.798058,5.000000,2.831079e-266,0,0.888477,1.998531e-266,0.945876,0.468111,0.622853,0.834364,0.989720,0.974126,0.940367
1570.000000,290.803492,660.885210,0.295297,30.622633,1.052598e-267,3.842535e-282,413.638580,213.161496,3.246657e-278,39.957832,1.486648,1.975854,0.961266,0,0.364666,0.618006,0.495490,0.825278,0.800941,5.000000,4.205645e-268,0,0.889523,2.968875e-268,0.948425,0.465844,0.621776,0.835101,0.989782,0.974161,0.940365
1580.000000,290.829040,663.717194,0.295452,29.107464,1.563639e-269,1.456586e-284,416.992174,214.163311,1.555101e-280,39.957749,1.489082,1.965163,0.960966,0,0.364666,0.617871,0.495997,0.827740,0.803887,5.000000,6.247520e-270,0,0.890561,4.410292e-270,0.950940,0.463609,0.620714,0.835827,0.989845,0.974197,0.940363
1590.000000,290.854653,666.554163,0.295607,27.600183,2.322762e-271,5.520625e-287,420.346120,215.161785,7.448703e-283,39.957666,1.491527,1.954550,0.960684,0,0.364665,0.617745,0.496506,0.830266,0.806902,5.000000,9.280624e-272,0,0.891591,6.551446e-272,0.953423,0.461402,0.619666,0.836544,0.989907,0.974233,0.940360
1600.000000,290.880332,669.396241,0.295763,26.100305,3.450383e-273,2.092061e-289,423.700676,216.157266,3.567819e-285,39.957584,1.493980,1.944013,0.960420,0,0.364665,0.617626,0.497015,0.832863,0.809996,5.000000,1.378609e-273,0,0.892613,9.731987e-274,0.955873,0.459224,0.618631,0.837252,0.989970,0.974268,0.940358
1610.000000,290.906075,672.243542,0.295919,24.607380,5.125361e-275,7.926731e-292,427.056086,217.150080,1.708932e-287,39.957502,1.496444,1.933553,0.960171,0,0.364664,0.617515,0.497527,0.835538,0.813177,5.000000,2.047857e-275,0,0.893628,1.445640e-275,0.958293,0.457073,0.617610,0.837951,0.990032,0.974304,0.940356
1620.000000,290.931885,675.096177,0.296076,23.120983,7.613355e-277,3.002948e-294,430.412577,218.140532,8.185534e-290,39.957419,1.498918,1.923168,0.959938,0,0.364664,0.617410,0.498039,0.838303,0.816457,5.000000,3.041952e-277,0,0.894635,2.147403e-277,0.960683,0.454949,0.616601,0.838642,0.990095,0.974340,0.940354
1630.000000,290.957760,677.954251,0.296233,21.640718,1.130895e-278,1.137458e-296,433.770365,219.128909,3.920750e-292,39.957337,1.501401,1.912857,0.959719,0,0.364663,0.617312,0.498553,0.841167,0.819848,5.000000,4.518556e-279,0,0.895634,3.189783e-279,0.963043,0.452850,0.615604,0.839324,0.990158,0.974376,0.940351
1640.000000,290.983700,680.817861,0.296390,20.166210,1.679820e-280,4.307811e-299,437.129655,220.115479,1.877981e-294,39.957255,1.503895,1.902622,0.959514,0,0.364663,0.617220,0.499068,0.844146,0.823367,5.000000,6.711838e-281,0,0.896625,4.738090e-281,0.965376,0.450777,0.614619,0.839997,0.990221,0.974412,0.940349
1650.000000,291.009707,683.687102,0.296548,18.697110,2.495156e-282,1.631217e-301,440.490640,221.100494,8.995253e-297,39.957174,1.506398,1.892460,0.959321,0,0.364662,0.617134,0.499584,0.847255,0.827030,5.000000,9.969599e-283,0,0.897609,7.037848e-283,0.967681,0.448728,0.613646,0.840663,0.990285,0.974448,0.940347
1660.000000,291.035779,686.562066,0.296707,17.233090,3.706185e-284,6.175902e-304,443.853502,222.084191,4.308593e-299,39.957092,1.508912,1.882371,0.959140,0,0.364662,0.617053,0.500102,0.850514,0.830862,5.000000,1.480841e-284,0,0.898586,1.045372e-284,0.969960,0.446702,0.612684,0.841322,0.990348,0.974485,0.940345
1670.000000,291.061917,689.442838,0.296866,15.773840,5.504919e-286,2.337883e-306,447.218415,223.066793,2.063753e-301,39.957010,1.511436,1.872354,0.958970,0,0.364661,0.616977,0.500621,0.853950,0.834891,5.000000,2.199548e-286,0,0.899555,1.552732e-286,0.972213,0.444700,0.611732,0.841973,0.990412,0.974521,0.940342
1680.000000,291.088121,692.329501,0.297025,14.319069,8.176534e-288,8.848689e-309,450.585546,224.048507,9.885070e-304,39.956929,1.513970,1.862409,0.958810,0,0.364661,0.616905,0.501142,0.857594,0.839152,5.000000,3.267029e-288,0,0.900517,2.306303e-288,0.974441,0.442719,0.610792,0.842616,0.990475,0.974557,0.940340
1690.000000,291.114392,695.222136,0.297185,12.868504,1.214457e-289,3.348642e-311,453.955050,225.029532,4.734803e-306,39.956847,1.516514,1.852536,0.958660,0,0.364660,0.616839,0.501663,0.861489,0.843693,5.000000,4.852517e-290,0,0.901471,3.425553e-290,0.976644,0.440761,0.609861,0.843253,0.990539,0.974594,0.940338
1700.000000,291.140728,698.120820,0.297345,11.421887,1.803804e-291,1.267045e-313,457.327079,226.010051,2.267900e-308,39.956766,1.519069,1.842734,0.958520,0,0.364660,0.616776,0.502186,0.865690,0.848576,5.000000,7.207349e-292,0,0.902419,5.087911e-292,0.978824,0.438823,0.608941,0.843882,0.990604,0.974631,0.940336
1710.000000,291.167130,701.025628,0.297505,9.978977,2.679112e-293,4.793459e-316,460.701777,226.990239,1.086291e-310,39.956685,1.521633,1.833002,0.958388,0,0.364659,0.616717,0.502711,0.870274,0.853887,6.000000,1.070480e-293,0,0.903359,7.556885e-294,0.980980,0.436907,0.608031,0.844505,0.990668,0.974667,0.940333
1720.000000,291.193599,703.936632,0.297666,8.539545,3.979120e-295,1.813167e-318,464.079280,227.970260,5.203173e-313,39.956603,1.524208,1.823339,0.958264,0,0.364659,0.616662,0.503236,0.875354,0.859751,6.000000,1.589922e-295,0,0.904292,1.122382e-295,0.983113,0.435010,0.607130,0.845122,0.990732,0.974704,0.940331
1730.000000,291.220134,706.853904,0.297827,7.103374,5.909867e-297,6.862572e-321,467.459721,228.950269,2.492243e-315,39.956522,1.526794,1.813745,0.958148,0,0.364658,0.616610,0.503763,0.881101,0.866356,6.000000,2.361390e-297,0,0.905218,1.666989e-297,0.985225,0.433134,0.606238,0.845732,0.990797,0.974741,0.940329
1740.000000,291.246735,709.777512,0.297989,5.670263,8.777336e-299,2.964394e-323,470.843228,229.930411,1.193747e-317,39.956442,1.529389,1.804220,0.958039,0,0.364658,0.616561,0.504292,0.887795,0.874014,6.000000,3.507148e-299,0,0.906138,2.475822e-299,0.987315,0.431276,0.605356,0.846335,0.990862,0.974778,0.940326
1750.000000,291.273403,712.707524,0.298151,4.240019,1.303594e-300,2.470328e-323,474.229921,230.910825,5.717822e-320,39.956361,1.531996,1.794763,0.957936,0,0.364657,0.616515,0.504821,0.895951,0.883293,6.000000,5.208766e-301,0,0.907050,3.677059e-301,0.989383,0.429437,0.604483,0.846933,0.990927,0.974815,0.940324
1760.000000,291.300137,715.644006,0.298314,2.812460,1.936049e-302,2.470328e-323,477.619920,231.891640,2.717361e-322,39.956280,1.534612,1.785374,0.957840,0,0.364656,0.616472,0.505352,0.906697,0.895435,6.000000,7.735885e-303,0,0.907955,5.461050e-303,0.991431,0.427617,0.603618,0.847524,0.990992,0.974852,0.940322
1770.000000,291.326937,718.587023,0.298477,1.387416,2.875310e-304,2.470328e-323,481.013337,232.872980,2.470328e-323,39.956200,1.537239,1.776051,0.957750,0,0.364656,0.616432,0.505884,0.923520,0.914259,6.000000,1.148893e-304,0,0.908854,8.110473e-305,0.993458,0.425815,0.602762,0.848110,0.991057,0.974890,0.940319
1780.000000,291.363129,721.634622,0.298573,0.321026,4.270191e-306,2.470328e-323,484.410284,233.595831,2.470328e-323,39.956097,1.540687,1.766795,0.905354,0,0.364655,0.592628,0.506581,0.938249,0.930583,6.000000,1.706255e-306,0,0.909775,1.204511e-306,0.994972,0.424469,0.602123,0.848547,0.991145,0.974940,0.940316
1790.000000,291.406922,724.976131,0.298734,0.306733,6.341629e-308,2.470328e-323,487.810868,233.555870,2.470328e-323,39.955971,1.545056,1.757604,0.856981,0,0.364654,0.570282,0.507463,0.938874,0.931299,6.000000,2.533959e-308,0,0.910774,1.788822e-308,0.995021,0.424425,0.602102,0.848562,0.991252,0.975001,0.940312
1800.000000,291.445529,728.325500,0.298963,0.300738,9.417727e-310,2.470328e-323,491.215192,233.512222,2.470328e-323,39.955859,1.548869,1.748479,0.854257,0,0.364654,0.569013,0.508230,0.939499,0.932015,6.000000,3.763107e-310,0,0.911765,2.656529e-310,0.995060,0.424391,0.602086,0.848573,0.991346,0.975055,0.940309
1810.000000,291.483827,731.681174,0.299197,0.295025,1.398568e-311,2.470328e-323,494.623358,233.470717,2.470328e-323,39.955749,1.552656,1.739418,0.854076,0,0.364653,0.568929,0.508991,0.940122,0.932729,6.000000,5.588379e-312,0,0.912746,3.945066e-312,0.995097,0.424358,0.602070,0.848584,0.991439,0.975108,0.940306
1820.000000,291.522094,735.043273,0.299430,0.289576,2.076889e-313,2.470328e-323,498.035463,233.431364,2.470328e-323,39.955639,1.556448,1.730422,0.854035,0,0.364652,0.568911,0.509751,0.940745,0.933441,6.000000,8.298838e-314,0,0.913719,5.858497e-314,0.995134,0.424325,0.602054,0.848594,0.991532,0.975161,0.940302
1830.000000,291.560346,738.411890,0.299663,0.284372,3.084148e-315,2.470328e-323,501.451604,233.394178,2.470328e-323,39.955530,1.560247,1.721490,0.854003,0,0.364652,0.568897,0.510510,0.941367,0.934153,6.000000,1.232370e-315,0,0.914682,8.699821e-316,0.995171,0.424293,0.602039,0.848605,0.991625,0.975214,0.940299
1840.000000,291.598585,741.787111,0.299896,0.279398,4.579830e-317,2.470328e-323,504.871873,233.359167,2.470328e-323,39.955420,1.564053,1.712620,0.853974,0,0.364651,0.568884,0.511269,0.941988,0.934863,6.000000,1.830026e-317,0,0.915637,1.291894e-317,0.995206,0.424261,0.602024,0.848615,0.991718,0.975268,0.940296
1850.000000,291.636812,745.169024,0.300129,0.274639,6.800764e-319,2.470328e-323,508.296364,233.326341,2.470328e-323,39.955311,1.567866,1.703814,0.853946,0,0.364650,0.568872,0.512028,0.942608,0.935571,6.000000,2.717559e-319,0,0.916582,1.918457e-319,0.995241,0.424230,0.602009,0.848625,0.991811,0.975321,0.940292
1860.000000,291.675030,748.557712,0.300362,0.270081,1.009376e-320,2.470328e-323,511.725167,233.295710,2.470328e-323,39.955202,1.571686,1.695070,0.853921,0,0.364650,0.568860,0.512787,0.943228,0.936279,6.000000,4.046398e-321,0,0.917519,2.855699e-321,0.995275,0.424200,0.601995,0.848635,0.991904,0.975374,0.940289
1870.000000,291.713239,751.953260,0.300595,0.265711,1.482197e-322,2.470328e-323,515.158368,233.267280,2.470328e-323,39.955093,1.575514,1.686387,0.853897,0,0.364649,0.568850,0.513545,0.943846,0.936985,6.000000,6.916919e-323,0,0.918448,4.940656e-323,0.995309,0.424170,0.601981,0.848645,0.991997,0.975427,0.940286
1880.000000,291.751440,755.355751,0.300828,0.261519,2.964394e-323,2.470328e-323,518.596056,233.241061,2.470328e-323,39.954984,1.579349,1.677766,0.853874,0,0.364648,0.568840,0.514303,0.944464,0.937690,6.000000,1.976263e-323,0,0.919367,1.482197e-323,0.995342,0.424141,0.601967,0.848654,0.992090,0.975480,0.940282
1890.000000,291.789635,758.765265,0.301061,0.257494,2.964394e-323,2.470328e-323,522.038316,233.217058,2.470328e-323,39.954876,1.583192,1.669205,0.853853,0,0.364647,0.568831,0.515061,0.945081,0.938394,6.000000,1.976263e-323,0,0.920279,1.482197e-323,0.995374,0.424112,0.601953,0.848664,0.992183,0.975533,0.940279
1900.000000,291.827825,762.181883,0.301294,0.253625,2.964394e-323,2.470328e-323,525.485233,233.195278,2.470328e-323,39.954767,1.587043,1.660705,0.853833,0,0.364647,0.568822,0.515819,0.945697,0.939097,6.000000,1.976263e-323,0,0.921181,1.482197e-323,0.995406,0.424083,0.601940,0.848673,0.992276,0.975587,0.940276
1910.000000,291.866012,765.605685,0.301526,0.249905,2.964394e-323,2.470328e-323,528.936888,233.175726,2.470328e-323,39.954659,1.590901,1.652265,0.853815,0,0.364646,0.568814,0.516577,0.946313,0.939798,6.000000,1.976263e-323,0,0.922076,1.482197e-323,0.995438,0.424056,0.601926,0.848682,0.992369,0.975640,0.940273
1920.000000,291.904196,769.036749,0.301759,0.246324,2.964394e-323,2.470328e-323,532.393365,233.158408,2.470328e-323,39.954551,1.594768,1.643884,0.853797,0,0.364645,0.568806,0.517335,0.946928,0.940498,6.000000,1.976263e-323,0,0.922962,1.482197e-323,0.995468,0.424028,0.601913,0.848691,0.992462,0.975693,0.940269
1930.000000,291.942378,772.475154,0.301992,0.242875,2.964394e-323,2.470328e-323,535.854745,233.143329,2.470328e-323,39.954444,1.598643,1.635561,0.853780,0,0.364645,0.568799,0.518092,0.947542,0.941198,6.000000,1.976263e-323,0,0.923840,1.482197e-323,0.995499,0.424001,0.601901,0.848700,0.992555,0.975746,0.940266
1940.000000,291.980560,775.920976,0.302224,0.239551,2.964394e-323,2.470328e-323,539.321107,233.130494,2.470328e-323,39.954336,1.602527,1.627298,0.853764,0,0.364644,0.568792,0.518849,0.948156,0.941896,6.000000,1.976263e-323,0,0.924710,1.482197e-323,0.995529,0.423974,0.601888,0.848708,0.992648,0.975799,0.940263
1950.000000,292.018795,779.374776,0.302456,0.238094,2.964394e-323,2.470328e-323,542.792532,233.118634,2.470328e-323,39.954229,1.606424,1.619092,0.853422,0,0.364643,0.568633,0.519608,0.948769,0.942593,6.000000,1.976263e-323,0,0.925571,1.482197e-323,0.995556,0.423950,0.601876,0.848716,0.992741,0.975852,0.940259
1960.000000,292.057011,782.836512,0.302689,0.238094,2.964394e-323,2.470328e-323,546.269098,233.108049,2.470328e-323,39.954122,1.610328,1.610943,0.853337,0,0.364643,0.568594,0.520365,0.949381,0.943289,6.000000,1.976263e-323,0,0.926425,1.482197e-323,0.995581,0.423928,0.601866,0.848723,0.992834,0.975905,0.940256
1970.000000,292.095220,786.305866,0.302922,0.238094,2.964394e-323,2.470328e-323,549.750883,233.099797,2.470328e-323,39.954015,1.614240,1.602852,0.853333,0,0.364642,0.568593,0.521123,0.949993,0.943984,6.000000,1.976263e-323,0,0.927271,1.482197e-323,0.995606,0.423906,0.601855,0.848731,0.992927,0.975959,0.940253
1980.000000,292.133432,789.782915,0.303154,0.238095,2.964394e-323,2.470328e-323,553.237966,233.093877,2.470328e-323,39.953908,1.618160,1.594817,0.853333,0,0.364641,0.568593,0.521881,0.950605,0.944678,6.000000,1.976263e-323,0,0.928109,1.482197e-323,0.995630,0.423884,0.601845,0.848738,0.993021,0.976012,0.940249
1990.000000,292.171647,793.267736,0.303387,0.238095,2.964394e-323,2.470328e-323,556.730423,233.090291,2.470328e-323,39.953801,1.622089,1.586839,0.853333,0,0.364641,0.568594,0.522638,0.951215,0.945372,6.000000,1.976263e-323,0,0.928940,1.482197e-323,0.995655,0.423863,0.601835,0.848745,0.993114,0.976065,0.940246
2000.000000,292.209868,796.760406,0.303620,0.238095,2.964394e-323,2.470328e-323,560.228331,233.089037,2.470328e-323,39.953695,1.626027,1.578916,0.853333,0,0.364640,0.568595,0.523396,0.951825,0.946064,6.000000,1.976263e-323,0,0.929762,1.482197e-323,0.995679,0.423841,0.601825,0.848752,0.993207,0.976118,0.940243
